joueur,equipe,equipe_periode,poste,age,valeur_marchande,contrat,minutes,pays_naissance,passeport,pied,taille,poids,prete,actions_def_90,duels_def_90,duels_def_pct,duels_aeriens_90,duels_aeriens_pct,tacles_padj,tirs_contres_90,interceptions_padj,fautes_90,xg_90,tirs_90,tirs_cible_pct,dribbles_90,dribbles_pct,duels_off_90,courses_prog_90,accelerations_90,fautes_subies_90,passes_90,passes_pct,passes_avant_90,passes_avant_pct,passes_longues_90,passes_longues_pct,xa_90,secondes_pd_90,passes_judicieuses_90,passes_quasi_pd_90,passes_tiers_adv_90,passes_tiers_adv_pct,passes_surface_90,passes_surface_pct,passes_penetrantes_90,passes_prog_90,passes_prog_pct,ligue,equipe_norm,score_bloc,score_pressing,score_avec_ballon,score_transition_off,label_bloc,label_pressing,label_avec_ballon,label_transition_off,actions_def_90_adj,duels_def_90_adj,tacles_padj_adj,interceptions_padj_adj,tirs_contres_90_adj,passes_90_adj,passes_pct_adj,passes_prog_90_adj,passes_avant_90_adj,passes_tiers_adv_90_adj,courses_prog_90_adj,accelerations_90_adj,dribbles_90_adj,actions_def_90_adj_pct,duels_def_90_adj_pct,tacles_padj_adj_pct,interceptions_padj_adj_pct,tirs_contres_90_adj_pct,passes_90_adj_pct,passes_pct_adj_pct,passes_prog_90_adj_pct,passes_avant_90_adj_pct,passes_tiers_adv_90_adj_pct,courses_prog_90_adj_pct,accelerations_90_adj_pct,dribbles_90_adj_pct,xg_90_pct,xa_90_pct,secondes_pd_90_pct,passes_quasi_pd_90_pct,passes_surface_90_pct,passes_penetrantes_90_pct,passes_judicieuses_90_pct,duels_def_pct_pct,duels_aeriens_pct_pct,score_mc_recuperateur,score_mc_mdef,score_mc_relanceur,score_mc_boxtbox,score_mc_interieur,score_mc_offensif,impact_contexte,niveau_fiabilite
L. Dendoncker,Real Oviedo,Real Oviedo,"RDMF, LDMF, RCMF",30.0,7000000,2027-06-30,1459,Belgium,Belgium,droite,188,76,non,7.96,6.48,62.86,3.33,48.15,0.0,0.37,4.69,0.8,0.08,0.56,44.44,0.43,14.29,2.16,0.8,0.19,0.19,33.43,88.01,7.96,75.97,1.73,50.0,0.03,0.0,0.06,0.12,3.45,73.21,0.37,83.33,0.12,4.26,60.87,Liga,real oviedo,43.55555555555555,51.5,16.75,26.0,Bloc médian,Pressing modéré,Jeu direct,Jeu placé,7.8894345999999995,6.4225548,0.0,4.64842315,0.36671995,37.8817477375,99.7299616625,4.827288224999999,9.02000335,3.9094235625,0.887552,0.2107936,0.47705919999999996,62.61467889908256,61.92660550458715,14.360587002096437,49.266247379454924,74.77064220183486,44.26605504587156,97.24770642201835,41.97247706422018,22.93577981651376,25.229357798165136,51.146788990825684,76.37614678899082,23.394495412844037,67.31651376146789,48.73853211009174,31.76605504587156,42.54587155963303,9.977064220183486,24.88532110091743,51.146788990825684,64.90825688073394,58.944954128440365,54.51672701132845,60.23421782739983,45.86977848666441,47.63303164436971,44.87480886850153,43.35899956312801,0.08582249999999995,rotation
Jon Moncayola,Osasuna,Osasuna,"RDMF, LCMF, RCMF",27.0,7000000,2031-06-30,2441,Spain,Spain,droite,182,66,non,6.75,7.04,56.54,1.14,61.29,0.0,0.18,3.26,1.0,0.05,0.55,20.0,0.85,60.87,2.36,1.22,0.18,0.41,41.22,79.25,14.53,69.8,5.53,50.67,0.06,0.07,0.04,0.33,6.93,65.96,3.69,48.0,0.81,8.22,78.03,Liga,osasuna,35.69277108433735,32.25,32.5,25.0,Bloc médian,Bloc passif,Jeu direct,Jeu placé,7.3412746875,7.6566776,0.0,3.5455637749999998,0.195767325,44.790682499999996,86.11503125,8.9320575,15.788661249999999,7.53031125,1.35725,0.20025,0.945625,48.39449541284404,84.63302752293578,14.360587002096437,22.0125786163522,48.62385321100918,73.62385321100918,61.23853211009175,96.10091743119266,84.86238532110092,84.17431192660551,72.70642201834863,74.54128440366972,52.752293577981646,47.706422018348626,69.38073394495413,76.72018348623854,77.52293577981652,97.93577981651376,88.9908256880734,46.903669724770644,34.63302752293578,88.87614678899082,53.76566977766238,48.25001382397631,70.76242990127793,64.84796442378233,72.68310397553518,73.02451944080386,0.08694875000000002,titulaire
Dani Ceballos,Real Madrid,Real Madrid,"LCMF, LDMF, DMF",29.0,6000000,2027-06-30,542,Spain,Spain,droite,179,70,non,9.96,7.8,70.21,1.16,42.86,0.81,0.5,6.49,1.0,0.02,0.5,0.0,1.83,45.45,6.64,2.66,0.0,2.32,69.24,93.05,19.93,95.0,2.16,84.62,0.12,0.0,0.5,0.5,11.13,92.54,1.66,80.0,0.66,7.8,82.98,Liga,real madrid,26.333333333333332,48.75,80.25,91.5,Bloc bas,Pressing modéré,Possession,Contre-attaque,10.033766250000001,7.85776875,0.8159990625000001,6.538066562500001,0.503703125,60.474475649999995,81.2702189375,6.81254925,17.4069367375,9.720983737500001,2.2725311,0.0,1.5634330500000002,91.5137614678899,87.1559633027523,83.22851153039832,83.43815513626835,87.61467889908256,96.55963302752293,42.201834862385326,79.58715596330275,92.66055045871559,96.55963302752293,94.95412844036697,21.444954128440365,77.75229357798165,21.674311926605505,89.56422018348624,31.76605504587156,91.62844036697247,71.78899082568807,82.11009174311926,97.93577981651376,92.66055045871559,47.821100917431195,83.90300076452598,80.47945336391439,79.5244648318043,77.2737003058104,82.55237003058105,71.54434250764527,-0.05959499999999994,echantillon_moyen
F. Ugrinić,Valencia,Valencia,"RCMF, LCMF, AMF",27.0,6000000,2029-06-30,1102,Switzerland,"Switzerland, Serbia",droite,184,88,non,5.72,4.57,60.71,2.04,56.0,0.33,0.08,3.63,0.82,0.06,1.23,13.33,0.98,50.0,4.49,0.74,0.08,0.9,38.79,83.58,10.13,66.94,2.29,57.14,0.16,0.0,0.16,0.25,4.82,69.49,1.39,52.94,0.33,4.08,58.0,Liga,valencia,37.33333333333333,34.125,53.75,30.0,Bloc médian,Pressing modéré,Équilibré,Jeu placé,6.178338237499999,4.936189815625,0.356442590625,3.920868496875,0.086410325,37.9499540625,81.769970625,3.9916424999999998,9.9106221875,4.715616875,0.8110400000000001,0.08768000000000001,1.0740800000000001,23.853211009174313,23.623853211009173,55.13626834381551,31.446540880503143,27.06422018348624,44.4954128440367,45.412844036697244,22.477064220183486,33.02752293577982,38.30275229357798,46.330275229357795,55.61926605504587,59.403669724770644,53.78440366972477,94.4954128440367,31.76605504587156,66.74311926605505,59.518348623853214,55.1605504587156,74.42660550458714,53.78440366972477,79.47247706422019,36.58316864770257,36.99831107072106,42.22133989190853,43.90139057180774,58.13302752293578,54.19151376146789,0.029236406249999965,rotation
Fran Beltrán,Girona,Girona,"RCMF, RDMF, LCMF",27.0,6000000,2030-06-30,1205,Spain,Spain,droite,165,64,non,7.99,6.35,63.53,1.79,33.33,0.68,0.3,4.47,0.97,0.04,0.82,27.27,0.9,41.67,4.33,0.9,0.15,0.6,56.54,92.07,16.06,81.4,3.36,60.0,0.02,0.0,0.0,0.07,7.77,86.54,0.9,41.67,0.3,5.15,71.01,Liga,girona,58.99999999999999,21.75,48.0,44.0,Bloc médian,Bloc passif,Équilibré,Mixte,8.9617138375,7.1222631875,0.76269905,5.0136246374999995,0.33648487499999996,57.204910399999996,93.15274319999999,5.210564000000001,16.2488656,7.8613751999999995,0.9304560000000001,0.15507600000000002,0.9304560000000001,77.98165137614679,75.91743119266054,81.34171907756813,59.958071278826,70.64220183486239,95.41284403669725,83.25688073394495,51.146788990825684,88.30275229357798,86.46788990825688,54.357798165137616,69.03669724770643,51.146788990825684,40.022935779816514,38.99082568807339,31.76605504587156,34.288990825688074,35.206422018348626,51.72018348623853,22.477064220183486,69.4954128440367,23.853211009174313,71.5492842786529,71.00830760871656,68.22653289865943,65.13242167214818,54.34594801223242,51.859709480122326,0.06668812499999999,rotation
Santi Comesaña,Villarreal,Villarreal,RCMF,29.0,6000000,2028-06-30,2048,Spain,Spain,droite,184,75,non,7.25,4.79,52.29,3.52,41.25,0.39,0.44,4.85,1.27,0.19,0.97,31.82,0.83,68.42,4.7,0.97,0.22,0.83,40.52,83.73,13.62,73.23,2.72,50.0,0.09,0.0,0.22,0.4,5.8,75.76,1.85,45.24,1.05,6.55,65.1,Liga,villarreal,62.0,50.0,32.5,89.5,Bloc médian,Pressing modéré,Jeu direct,Contre-attaque,7.25,4.79,0.39,4.85,0.44,44.030045,90.98311125,7.11739375,14.799832499999999,6.3024249999999995,0.83091655,0.1884553,0.7109904499999999,45.18348623853211,21.3302752293578,58.490566037735846,55.34591194968554,82.56880733944955,70.18348623853211,77.29357798165137,84.63302752293578,80.5045871559633,68.34862385321101,47.477064220183486,73.1651376146789,36.46788990825688,92.31651376146789,82.56880733944955,31.76605504587156,86.0091743119266,78.09633027522935,95.06880733944955,83.94495412844036,19.26605504587156,43.80733944954128,56.0862327621026,53.83543938607121,72.05739096746541,64.81467972336935,76.78077217125382,72.71843599825252,0.04331249999999996,titulaire
L. Agoumé,Sevilla,Sevilla,"RDMF, RCMF",24.0,6000000,2028-06-30,2234,Cameroon,"Cameroon, France",droite,185,75,non,7.25,5.36,67.67,3.46,51.16,0.34,0.12,4.77,1.73,0.02,0.36,22.22,0.68,35.29,3.91,1.13,0.04,0.48,40.45,82.27,15.03,69.44,4.51,50.89,0.03,0.04,0.28,0.24,7.61,68.25,1.89,57.45,0.77,6.89,72.51,Liga,sevilla,35.266666666666666,70.75,57.75,48.5,Bloc médian,Pressing intensif,Équilibré,Mixte,6.5346696875,4.8311489000000005,0.30645347500000003,4.2993619875,0.10816005000000001,38.71484668750001,78.7409255125,6.5944448375,14.385269362499999,7.2835595375,1.1400174499999998,0.0403546,0.6860282,30.275229357798167,21.55963302752294,48.84696016771489,40.670859538784065,30.963302752293576,49.08256880733945,28.211009174311926,76.37614678899082,76.60550458715596,80.73394495412845,63.30275229357798,44.95412844036697,34.174311926605505,21.674311926605505,48.73853211009174,66.62844036697247,64.44954128440367,78.6697247706422,87.1559633027523,89.44954128440367,87.8440366972477,68.46330275229357,44.99174227780663,38.81879591964303,57.416721962571884,51.54538110899544,64.38016055045871,60.934633027522935,-0.07078124999999993,titulaire
Iker Muñoz,Osasuna,Osasuna,"RCMF, LCMF, LDMF",23.0,5000000,2027-06-30,728,Spain,Spain,droite,180,69,non,6.55,4.7,44.74,2.23,61.11,0.3,0.0,5.02,1.85,0.06,0.87,42.86,0.99,62.5,3.71,0.49,0.0,1.61,37.21,87.04,13.35,73.15,2.6,71.43,0.02,0.0,0.12,0.12,7.54,83.61,1.24,60.0,0.25,6.68,81.48,Liga,osasuna,35.69277108433735,32.25,32.5,25.0,Bloc médian,Bloc passif,Jeu direct,Jeu placé,7.1237554375,5.111702375,0.326278875,5.459733174999999,0.0,40.43331625,94.57984,7.258654999999999,14.506443749999999,8.1931525,0.545125,0.0,1.101375,42.88990825688073,27.75229357798165,51.99161425576519,69.18238993710692,10.894495412844037,56.19266055045872,87.38532110091744,86.0091743119266,77.52293577981652,90.59633027522935,27.75229357798165,21.444954128440365,60.77981651376147,53.78440366972477,38.99082568807339,31.76605504587156,42.54587155963303,52.06422018348624,45.412844036697244,65.71100917431193,5.5045871559633035,88.41743119266054,47.438085415344375,44.32257467351375,63.65167838527714,52.79326681338971,55.27675840978593,53.16732197466142,0.087110625,echantillon_moyen
Iñigo Ruiz de Galarreta,Athletic Club,Athletic Club,"RDMF, LDMF, RCMF",32.0,5000000,2027-06-30,1810,Spain,Spain,droite,174,70,non,7.36,7.21,54.48,2.14,39.53,0.38,0.25,4.02,2.34,0.04,0.8,12.5,1.64,60.61,6.12,1.44,0.2,1.44,47.49,83.25,15.22,73.2,5.52,46.85,0.08,0.15,0.2,0.45,9.05,74.18,3.93,49.37,1.49,7.66,81.17,Liga,athletic club,35.62962962962963,58.75,60.25,34.0,Bloc médian,Pressing modéré,Équilibré,Mixte,7.00741,6.8645959375,0.361795625,3.8274168749999995,0.2380234375,44.868730087500005,78.6549121875,7.237196725,14.379913075000001,8.550473937500001,1.5561216,0.21612800000000001,1.7722495999999999,40.36697247706422,71.3302752293578,55.55555555555556,28.930817610062892,57.3394495412844,73.85321100917432,27.293577981651374,85.77981651376146,76.37614678899082,92.88990825688074,80.5045871559633,76.8348623853211,82.56880733944955,40.022935779816514,78.6697247706422,92.66055045871559,88.53211009174312,98.39449541284404,99.08256880733946,81.65137614678899,24.541284403669724,38.30275229357798,52.169647837208856,45.72176062162214,70.00117838665096,69.12007797752995,80.85741590214067,79.29745522062036,-0.051551249999999986,rotation
M. Arambarri,Getafe,Getafe,LCMF,30.0,5000000,2028-06-30,2807,Uruguay,"Uruguay, Spain",droite,175,74,non,6.8,5.45,65.29,3.88,45.45,0.16,0.13,3.96,1.44,0.24,1.51,31.91,1.15,72.22,6.09,0.64,0.06,1.57,19.78,78.61,6.25,64.1,1.99,48.39,0.01,0.03,0.06,0.06,3.33,60.58,0.61,31.58,0.22,2.53,62.03,Liga,getafe,36.34210526315789,52.875,12.75,5.0,Bloc médian,Pressing modéré,Jeu direct,Jeu placé,6.686072375,5.358690359375,0.15731935,3.8936539125,0.127821971875,22.554070825,89.63475771249999,2.8848230124999996,7.126539062499999,3.7970200125,0.73504,0.06891,1.320775,34.63302752293578,35.321100917431195,36.477987421383645,30.81761006289308,35.55045871559633,4.128440366972478,74.08256880733946,8.256880733944955,8.256880733944955,23.165137614678898,40.596330275229356,50.917431192660544,71.55963302752293,95.18348623853211,28.09633027522936,63.99082568807339,32.56880733944954,18.34862385321101,40.481651376146786,51.146788990825684,79.81651376146789,52.981651376146786,36.40996985171081,42.55863409497432,31.659058499633193,37.73629417146814,36.981651376146786,42.68020969855832,0.061746093749999946,titulaire
Ander Guevara,Deportivo Alavés,Deportivo Alavés,"RCMF, LCMF, DMF",28.0,5000000,2027-06-30,684,Spain,Spain,droite,180,73,non,8.95,6.05,56.52,4.08,35.48,0.0,0.53,8.51,1.18,0.05,0.53,25.0,0.66,60.0,3.68,1.18,0.13,0.66,46.71,84.79,15.13,74.78,3.29,44.0,0.01,0.0,0.13,0.26,6.97,67.92,1.18,77.78,0.39,6.58,62.0,Liga,deportivo alaves,42.42028985507246,70.0,48.75,32.5,Bloc médian,Pressing intensif,Équilibré,Jeu placé,8.0908,5.4692,0.0,7.69304,0.47912000000000005,47.055945937500006,85.41797593750002,6.628733125,15.242056562500002,7.0216215625,1.2822174999999998,0.14126125,0.7171725,67.43119266055045,38.30275229357798,14.360587002096437,92.87211740041928,85.77981651376146,79.81651376146789,58.256880733944946,76.8348623853211,82.79816513761467,77.98165137614679,69.4954128440367,67.20183486238533,37.61467889908257,47.706422018348626,28.09633027522936,31.76605504587156,68.34862385321101,49.65596330275229,60.89449541284404,67.77522935779817,34.403669724770644,28.09633027522936,61.371572254918924,58.14466670994172,65.92708668199839,62.20809944195784,62.301414373088676,58.2385867190913,-0.02706249999999995,echantillon_moyen
S. Colombatto,Real Oviedo,Real Oviedo,"LDMF, RDMF, LCMF",29.0,4000000,2027-06-30,1753,Argentina,"Argentina, Italy",gauche,179,71,oui,8.52,6.62,68.22,1.64,37.5,0.58,0.31,4.42,1.8,0.03,0.62,16.67,0.31,33.33,3.59,0.41,0.0,1.85,36.45,84.79,12.01,73.08,3.13,47.54,0.1,0.05,0.21,0.31,4.93,69.79,1.39,55.56,0.31,5.29,66.99,Liga,real oviedo,43.55555555555555,51.5,16.75,26.0,Bloc médian,Pressing modéré,Jeu direct,Jeu placé,8.4444702,6.5613137,0.5748582999999999,4.3808167,0.30725185,41.3039098125,96.08116633750001,5.9944494624999995,13.6093266625,5.5865096124999996,0.45487039999999995,0.0,0.34392639999999997,72.93577981651376,64.90825688073394,72.11740041928721,42.55765199161425,67.20183486238533,60.09174311926605,90.82568807339449,66.28440366972477,71.10091743119266,55.5045871559633,22.018348623853214,21.444954128440365,16.51376146788991,31.536697247706424,85.3211009174312,70.64220183486239,74.6559633027523,59.518348623853214,52.981651376146786,82.79816513761467,88.9908256880734,32.56880733944954,65.27767319639182,67.0023669051603,66.94529174256975,56.880284708655836,61.596521406727824,57.1316622979467,0.062150624999999945,rotation
Lucas Torró,Osasuna,Osasuna,"RCMF, LDMF, DMF",31.0,4000000,2027-06-30,1996,Spain,Spain,droite,190,79,non,7.12,5.01,62.16,5.86,66.15,0.37,0.14,4.31,1.26,0.06,0.81,16.67,0.27,66.67,2.8,0.27,0.0,1.04,32.96,82.22,11.23,67.87,3.07,50.0,0.01,0.0,0.05,0.05,5.14,68.42,0.45,20.0,0.14,4.96,65.45,Liga,osasuna,35.69277108433735,32.25,32.5,25.0,Bloc médian,Bloc passif,Jeu direct,Jeu placé,7.7436853,5.4488572125,0.4024106125,4.6875398375,0.152263475,35.81516,89.34230749999999,5.38966,12.20279875,5.585252499999999,0.30037500000000006,0.0,0.30037500000000006,58.48623853211009,36.92660550458716,59.958071278826,50.314465408805034,40.825688073394495,37.84403669724771,72.70642201834863,56.19266055045872,56.65137614678899,55.27522935779816,13.073394495412844,21.444954128440365,12.844036697247708,53.78440366972477,28.09633027522936,31.76605504587156,31.30733944954128,12.614678899082568,26.949541284403672,49.31192660550459,62.38532110091744,92.66055045871559,54.1603689438963,55.214443530859924,48.86519373487091,41.34920497539504,36.83581804281346,35.46335736129314,0.08711062500000001,rotation
G. Diangana,Elche,Elche,"RCMF, AMF",27.0,4000000,2027-06-30,837,England,"England, Congo DR",gauche,180,73,non,6.24,5.38,62.0,1.4,15.38,0.32,0.54,3.97,1.29,0.18,1.4,15.38,3.98,40.54,12.37,1.61,0.22,1.61,26.77,81.53,6.34,72.88,0.97,11.11,0.08,0.0,0.11,0.75,2.58,66.67,1.4,46.15,0.22,2.69,64.0,Liga,elche,50.57142857142857,55.25,82.75,40.0,Bloc médian,Pressing modéré,Possession,Mixte,6.053759400000001,5.219427175,0.31044920000000004,3.8515103875000003,0.5238830250000001,23.232444887499998,70.7561162375,2.3345265875,5.502192775,2.239062675,1.6969400000000001,0.23188,4.19492,22.93577981651376,31.65137614678899,49.47589098532495,30.18867924528302,89.44954128440367,4.587155963302752,4.3577981651376145,3.4403669724770642,2.522935779816514,3.89908256880734,84.40366972477065,78.44036697247707,99.08256880733946,91.39908256880734,78.6697247706422,31.76605504587156,97.70642201834863,60.09174311926605,40.481651376146786,62.72935779816514,61.00917431192661,7.912844036697248,36.69114171619257,40.848653304290956,27.547002206340963,45.23640545018423,53.538608562691124,54.76845784185234,-0.08099624999999998,echantillon_moyen
Mikel Vesga,Athletic Club,Athletic Club,"LDMF, RDMF, RCMF",32.0,4000000,2027-06-30,481,Spain,Spain,gauche,191,84,non,8.05,8.42,60.0,4.3,65.22,0.27,0.0,4.09,1.68,0.05,0.37,0.0,1.12,50.0,4.3,0.19,0.0,1.12,41.35,79.64,11.79,66.67,4.86,57.69,0.01,0.0,0.19,0.0,7.11,65.79,1.31,14.29,0.19,5.61,80.0,Liga,athletic club,35.62962962962963,58.75,60.25,34.0,Bloc médian,Pressing modéré,Équilibré,Mixte,7.6643546875,8.016629374999999,0.25706531250000003,3.8940634375,0.0,39.0676350625,75.24417065,5.3003490375,11.1392362125,6.7175546625,0.20532160000000002,0.0,1.2103168000000002,55.73394495412845,89.22018348623854,44.44444444444444,31.027253668763105,10.894495412844037,50.68807339449541,13.53211009174312,53.21100917431193,43.57798165137615,73.85321100917432,8.944954128440367,21.444954128440365,66.28440366972477,47.706422018348626,28.09633027522936,31.76605504587156,14.678899082568808,55.38990825688074,35.435779816513765,80.27522935779817,49.65596330275229,91.97247706422019,47.85578587502164,44.44090791068029,45.564411830163955,42.79730581864042,40.34747706422018,41.23689384010485,-0.05155124999999999,faible_echantillon
